number,Name,Address,Location,Timings,PhoneNumber,Rating,NumberofRatings
1107,Vazirabad,"Guru Ganesh Heights, Shop G 1, Vazirabad, Opposite Ayurvedic College And Hospital, Nanded, Maharashtra, 431602",Maharashtra,11:00 AM to 09:30 PM,8929355096,4.7,451
1108,Ravet,"Shop No 11, Twins Tower C&D wing, Sno 106 Hissa No 2, Ravet, Pune, Maharashtra, 412101",Maharashtra,11:00 AM to 09:30 PM,7291817273,4.7,170
1109,Aamrai,"Shop No 9 & 10, Ground Floor, Manas Comlex, Near Hdfc Bank, Talkies Road, Aamrai, Karjat, Maharashata, 410201",Maharashtra,11:00 AM to 09:00 PM,9582467430,4.9,148
1110,Metro Junction Mall,"Ground Floor, Unit No G2, Metro Junction Mall, Shilphata Road, Netivali, Shilphata Road, Kalyan, Maharashtra, 421306",Maharashtra,11:00 AM to 09:30 PM,9711701499,4.9,1170
1111,Connaught Place,"Shop No 12, Raj Sarathi Apartment, Connaught Place, Aurangabad, Maharashtra, 431003",Maharashtra,11:00 AM to 09:30 PM,8929176458,4.9,1410
1112,Chiplun,"Ground Floor, Gala No 2, Ram Krishna Plaza, NH 66, Karad Chiplun Road, Near Cake Of The Day, Chiplun, Maharashtra, 415605",Maharashtra,11:00 AM to 09:30 PM,7291812242,4.9,282
1113,Kopar Khairane,"Shop No 5 & 6, Plot No 18 & 19, Satyam Tower, Sector 20, Koperkhairane, Opposite Varishtta Hotel, Navi Mumbai, Maharashtra, 400709",Maharashtra,11:00 AM to 09:30 PM,8373911515,4.8,1187
1114,Kharghar,"Shop No 23 & 24, Plot No 20, Sector 2, Kharghar, Sai Swar Cooperative Housing Society, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:00 PM,9654921510,4.9,855
1115,Hingna Road,"Ground Floor, Shop No 10, Jalaram Manglam, SRP Camp, Digdoh, Hingna Road, Nagpur, Maharashtra, 440016",Maharashtra,11:00 AM to 09:00 PM,9718010328,4.8,1371
1116,"R City Mall, Ghatkopar","Shop No F67, First Floor, LBS Marg, Amrut Nagar, R City Mall, Ghatkopar West, Mumbai, Maharashtra, 400086",Maharashtra,11:00 AM to 10:00 PM,7428891238,4.9,2619
1117,Dhanori,"Shop No 8, Palladium Grand, Dhanori Vishrantwadi Road, Dhanori, Near Goodwill Square, Pune, Maharashtra, 411015",Maharashtra,11:00 AM to 09:30 PM,9456349431,4.5,641
1118,Badlapur East,"Shop No 5, Trident A, Near Mohan palm, Shrigoan, Badlapur East, Thane, Maharashtra, 421503",Maharashtra,11:00 AM to 09:30 PM,7291804874,4.9,630
1119,Hadapsar,"Shop No 2, Ground Floor, 84/1, Hadapsar, Vaibhav Chitramandir, Pune, Maharashtra, 411028",Maharashtra,11:00 AM to 09:30 PM,7428891240,4.6,1032
1120,Shagun Chowk Pimpri,"Shop 1&2, Jai Govind Plaza, Shagun Chowk, Shastri Nagar, Pimpri Colony, Pimpri Chinchwad, Pune, Maharashtra, 411017",Maharashtra,11:00 AM to 09:30 PM,8929326687,4.9,584
1121,"Sector 7, Airoli","Shop No G9, Shiv Shankar Plaza, , Sector 7, Airoli, Next To Domino'S Pizza, Navi Mumbai, Maharashtra, 400708",Maharashtra,11:00 AM to 10:00 PM,7428891243,4.6,767
1122,"Sector 14, Koparkhairane","Shop No 3, Lotus Chs, Sector 14, Koparkhairane, Near D-Mart Chowk, Navi Mumbai, Maharashtra, 400709",Maharashtra,11:00 AM to 09:30 PM,7428890210,4.6,505
1123,"Chandivali, Powai","Shop No 3, Lower Ground Floor, Wing C, Lake Primrose Commercial, Chandivali, Beside Lakme Salon, Mumbai, Maharashtra, 400076",Maharashtra,11:00 AM to 09:30 PM,7428891252,4.8,1511
1124,Hiranandani Estate,"Shop No 4, Solus Office, Central Ave, Hiranandani Estate, West Thane, Maharashtra, 400607",Maharashtra,11:00 AM to 09:30 PM,8377005329,4.8,440
1125,Lokhandwala Andheri West,"Shop No 9 &10, Benzer CHS Ltd, 8B, Main Road, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra, 400053",Maharashtra,11:00 AM to 10:00 PM,9582605270,4.9,688
1126,Ulwe,"Shop No 4, Shagun Essentia, Plot No 5, Sector 19, Ulwe, , Ulwe, Near Hdfc Bank, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:00 PM,7838199672,4.7,630
1127,Nigdi,"Shop No 5/6, Prestige Plaza, Old Mumbai Pune Highway, Nigdi, Pune, Maharashtra, 411335",Maharashtra,11:00 AM to 09:30 PM,7428890218,4.5,1281
1128,"Flagship Store JM Road, Pune","Shop No 4, 99 Deccan Mall, Jm Road, Pune, Maharashtra, 411004",Maharashtra,11:00 AM to 09:30 PM,7838290571,4.5,1477
1129,Nalasopara,"Shop No 22,23,24, Shalibadra Avenue, Nalasopara, Vasai, Link Road, Opposite life Care Hospital, Nalasopara Maharastra, 401208",Maharashtra,11:00 AM to 09:00 PM,9582622909,4.9,413
1130,Sangli,"Shop No 1, Shri Laxmi Chembers, Beside Rajaram Sahakari Bank Ltd, Sangli, Maharashtra, 416416",Maharashtra,11:00 AM to 09:30 PM,8929338687,4.9,1143
1131,Latur,"Shop 13, Municipal Shopping Complex, Gandhi Chowk, Latur, Maharashtra, 413512",Maharashtra,11:00 AM to 09:30 PM,8929335325,4.7,432
1132,Dahisar,"Shop No 1&2, Manhar Residency, Kandarpada Circle, Opposite Hotel Majestic, Dahisar West, Mumbai, Maharashtra, 400068",Maharashtra,11:00 AM to 09:30 PM,8929172628,4.9,1752
1133,Marol,"Shop No 5, Ground Floor, Radiant Tower 59, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra, 400059",Maharashtra,11:00 AM to 09:00 PM,9582561743,4.8,175
1134,Kausa Mumbra,"Shop No 15, Dost Apartment, Kausa Mumbra, Kausa, Besides Bank Of Baroda, Thane, Maharashtra, 400612",Maharashtra,11:00 AM to 09:30 PM,8447731483,4.8,660
1135,Ganesh Mandir Road,"Shop No 1, Ground Floor, Mega Pearl, Next to Reliance Trends, Ganesh Mandir Road, Titwala, Maharashtra, 421605",Maharashtra,11:00 AM to 09:00 PM,9582958688,4.9,345
1136,Mundwa Pune,"Shop No 21/4, Laxmi Park 4, Mundhwa Kharadi Road, Raghoba Patil Nagar, Sainath Nagar, Wadgoan Sheri, Pune, Maharashtra, 411014",Maharashtra,11:00 AM to 09:30 PM,9643654340,,
1137,MG Road Kandivali West,"Shop No 2 & 3 Burhani Heritage Chs Ltd, M G Road, Kandivali West, Opposite Bohra Masjid, Mumbai, Maharashtra, 400067",Maharashtra,11:00 AM to 09:30 PM,8929261281,4.9,807
1138,Badnera Road,"Shop No 16 & 17, Swastik Sankul, Badnera Road, Nawathe, Near Hp Petrol Pump, Amravati, Maharashtra, 444607",Maharashtra,11:00 AM to 09:00 PM,7428890230,4.9,764
1139,Shivaji Chowk,"Shop No 686 & 689, Shivaji Chowk, Ulhasnagar, Maharashtra, 421003",Maharashtra,11:00 AM to 09:00 PM,8744815912,4.9,378
1140,Mira Road,"Antariksh Height, Shop No 2, Kanakia Road, Mira Road East, Opposite Kanakia Police Station, Mumbai, Maharashtra, 401107",Maharashtra,11:00 AM to 09:30 PM,8447705725,4.8,852
1141,Manpada,"Shop No 2, Eucalyptus Apartment, Ghodbunder Road, Near Varun Garden, Manpada, Thane, Maharashtra, 400607",Maharashtra,11:00 AM to 09:00 PM,9582633686,4.9,211
1142,"Marol, Andheri East","Shop No 1, 2, Raj Apartment, Military Road, Marol, Andheri East, Opposite Raj Industrial Complex, Mumbai, Maharashtra, 400059",Maharashtra,11:00 AM to 09:30 PM,7428891272,4.7,711
1143,Parbhani,"34-112, Gavane Road, Gavane Road, Near Hotel Niraj, Parbhani, Maharashtra, 431401",Maharashtra,11:00 AM to 09:30 PM,8929174412,4.8,234
1144,Pratapnagar Square,"Plot No 75, Narayan Sadan, Atre Layout, Ring Road, Near Pratap Nagar Square, Nagpur, Maharashtra, 440022",Maharashtra,11:00 AM to 09:00 PM,7428890236,4.7,1020
1145,Goregaon West,"Shop No 4, Ashokraj Chs, S V Road, Goregaon West, Opposite Hirnen Shopping Centre, Mumbai, Maharashtra, 400062",Maharashtra,11:00 AM to 10:00 PM,7428891274,4.8,1829
1146,Varsova Kabra Metro One,"Shop No 13, Kabra Metro One, Pratap Chs Ltd, J P Road, Versova, Andheri West, Varsova, Near Versova Metro Station, Mumbai, Maharashtra, 400058",Maharashtra,11:00 AM to 09:30 PM,7428891288,4.9,1639
1147,Ambegaon,"Shop No 56, Cafeteria 3, Aston Plaza, Narhe Ambegaon Road, Near Star Market, Ambegaon Budruk, Pune, Maharashtra, 411046",Maharashtra,11:00 AM to 09:30 PM,8744819602,4.7,458
1148,Phadke Road,"Shop No 7A, 8-9, Janki Hari Chs, Phadke Road, Dombivli East, Thane, Maharashtra, 421201",Maharashtra,11:00 AM to 10:00 PM,9319360887,4.8,1380
1149,Xperia Mall,"Shop No 1/29, First Floor, Dombivali East, Opposite Lodha World School, Mumbai, Maharashtra, 421204",Maharashtra,11:00 AM to 09:30 PM,7428891284,4.8,689
1150,Salunkhe Vihar,"Unity Splendour Building, Salunkhe Vihar Road, Borade Nagar, Wanwadi, Salunkhe Vihar, Opposite Bank Of Maharashtra, Pune, Maharashtra, 411040",Maharashtra,11:00 AM to 09:30 PM,8929167669,4.6,348
1151,Ashoka Marg,"SHop No 2, ABH Landmark, Ashoka Marg, Near Ashoka School, Kalpataru Nagar, Nashik, Maharashtra, 422011",Maharashtra,11:00 AM to 09:00 PM,9582893076,4.9,194
1152,Untwadi Road,"Shop No 1, Viraj Bhumi, Kankariya's, Near Croma Store, Untwadi Road, Nashik, Maharashtra, 422008",Maharashtra,11:00 AM to 09:00 PM,9582492402,4.9,95
1153,Mumbai Central,"15, Ground Floor, B Wing, Santoshi Mata Chs, Dr Dadasaheb Bhadkamkar Marg, Near Saraswat Bank, Mumbai, Maharashtra, 400008",Maharashtra,11:00 AM to 09:30 PM,7428891037,4.9,1639
1154,Growel Mall,"G 5A, Ground Floor, Akurli Road, Kandivali East, Growel Mall, Mumbai, Maharashtra, 400101",Maharashtra,11:00 AM to 10:00 PM,7428891291,4.9,1756
1155,Nitin Company,"Nitin Company, Shop No 15 & 16, Prestige Garden, Almeda Raod, Ganeshwadi, Thane, Maharashtra, 400602",Maharashtra,11:00 AM to 09:30 PM,9873101538,4.8,749
1156,Moshi,"Shop No 2 Kalmalraj, Central Dehu Alandi Road, Midc Moshi, Near Hdfc Bank, Pimpri Chinchwad, Pune, Maharashtra, 412105",Maharashtra,11:00 AM to 09:30 PM,9582433874,4.6,179
1157,"Inorbit Mall, Vashi","Shop No F12, First Floor, Inorbit Mall, Vashi, Next To Vashi Station, Navi Mumbai, Maharashtra, 400705",Maharashtra,11:00 AM to 09:30 PM,7428891298,4.7,1082
1158,"Domestic Terminal 2, Mumbai Airport","Chhatrapati Shivaji International Airport, Vile Parle East, Domestic Terminal 2, Second Shop On Left After Security Check, Mumbai, Maharashtra, 400099",Maharashtra,12:00 PM to 11:59 AM,7428891299,4.9,887
1159,"Infiniti Mall, Malad","Shop No 18, Lower Ground Floor, Link Road, Malad West, Infiniti Mall, Malad, Opposite Iphone Store, Mumbai, Maharashtra, 400064",Maharashtra,11:00 AM to 09:30 PM,7428891300,4.9,2947
1160,Gokulpeth,"Purshottam Complex, Nort Bazar Road, Gokulpeth, Nagpur, Maharshtra, 440010",Maharashtra,11:00 AM to 09:00 PM,9582476098,4.8,1009
1161,Panchsheel Square,"Shop No 4 & 5, Rajkamal Complex, Dhantoli, Near Panchsheel Square, Nagpur, Maharashtra, 440012",Maharashtra,11:00 AM to 09:00 PM,8929310929,4.8,2318
1162,Seawoods,"Shop No 61 & 62, Shelter Arcade, Seawoods Sector 42, Navi Mumbai, Maharashtra, 400706",Maharashtra,11:00 AM to 09:30 PM,7303560561,4.6,518
1163,"Oriana Crest, Wakad","Shop No 3, Oriana Crest, Datta Mandir Road, Postal Colony, Wakad, Wakad, Opp Vitalife, Pune, Maharashtra, 411057",Maharashtra,11:00 AM to 09:30 PM,7303546547,4.8,1399
1164,"Prozone Mall, Aurangabad","P 80, Prozone Mall, Unit No G 53, Midc Api Road, Chilkalthana, Near Mcdonalds, Aurangabad, Maharashtra, 431210",Maharashtra,11:00 AM to 09:30 PM,7428891313,4.8,1169
1165,Bhayandar West,"Shop No 1 & 2, Shani Plaza, Station Road, Near Union Bank Of India, Thane Mira Road, West Bhayandar, Maharashtra, 401101",Maharashtra,11:00 AM to 09:30 PM,9582478473,4.9,324
1166,Nancy Colony,"Shop No 1 & 2, Om Siddhagiri Co-Op Hsc Ltd, Sant Dyaneshwar Marg, Nancy Colony, Unity Bank, Shantivan, Borivali East, Mumbai, Maharashtra, 400066",Maharashtra,11:00 AM to 09:30 PM,9582599496,4.9,234
1167,Badlapur East,"Shop No 5 & 7, Suryadarshan CHS, Katrap Road, Badalpur East, Mumbai, Maharashtra, 421503",Maharashtra,11:00 AM to 09:00 PM,9953642467,4.9,183
1168,Satara Road,"Shop No E2/E3, Manali Arcade, Satara Road, Parvati, Besides Dmart, Pune, Maharashtra, 411009",Maharashtra,11:00 AM to 09:30 PM,7428891324,4.6,1000
1169,City Centre Mall,"Mfs 8 B, Lower Ground Floor, , Untwadi Road, City Centre Mall, Nashik, Maharashtra, 422022",Maharashtra,11:00 AM to 09:30 PM,7428891325,4.7,720
1170,Ratnagiri,"Shop No 2 Cs, No 625, Kala Exuberance, Ambekarwadi, Near Shivaji Nagar Bus Stop, Ratnagiri, Maharashtra, 415639",Maharashtra,11:00 AM to 09:30 PM,8447845642,4.8,704
1171,Govind Nagar Nashik,"Shop No 1, Ground Floor, Business World, Radha Vasudev Batavia Nagar, Govind Nagar, Nashik, Maharashtra, 422009",Maharashtra,11:00 AM to 09:00 PM,9953667648,4.9,40
1172,Mira Road,"Shop No 6, 7 & 001, Building No 61/62, Sector 1, Shanti Nagar, Mira Road East, Near Station Road, Mumbai, Maharashtra, 401107",Maharashtra,11:00 AM to 09:30 PM,7428891332,4.8,1802
1173,Sector 9 Ghansoli,"Shop No 10, Trishul Gold Coast, Plot No 13, 14/15, Sector 9, Ghansoli, Navi Mumbai, Maharashtra, 400701",Maharashtra,11:00 AM to 09:30 PM,8929289728,4.8,604
1174,Gupte Road Dombivali West,"Shop No A2, Channur Bhavan Royal Chemist, Vishnu Nagar, Navi Dombivali Gupte Road, Dombivali West, Mumbai, Maharashtra, 421202",Maharashtra,11:00 AM to 09:30 PM,9711602948,4.8,518
1175,Pimple Saudagar,"Shop No 3, Kingstone Avenue, Pimple Saudagar, Samrat Nagar, Opposite Govind Garden, Pune, Maharashtra, 411027",Maharashtra,11:00 AM to 09:30 PM,7428891334,4.8,1608
1176,Nala Sopara,"Shop No 57,58,59 & 60, Shanti Life Space, Sector IV, Building No 5, Yashwant Viva Township, New Alkapuri, Link Road, Nalasopara East, Palghar, Maharashtr",Maharashtra,11:00 AM to 09:00 PM,9319361051,4.8,1316
1177,Kamothe,"Shop No 3, Ambe Sharddha, Chs Main Road Sector-34, Kamothe, Kamothe, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 10:00 PM,9821311593,4.8,2296
1178,Virar,"Shop No 8,9,10, Evershine Homes Avenue, Global City, Evershine Homes Avenue, Opposite Agarwal Complex, Virar, Maharashtra, 401303",Maharashtra,11:00 AM to 09:00 PM,8929766192,4.8,1025
1179,"SGS Mall, Pune","Shop No 7, SGS Mall, 231, Moledina, Road Camp, Pune, Maharashtra, 411001",Maharashtra,11:00 AM to 09:30 PM,9953929739,5.0,158
1180,Usmanpura,"Shop Number 5, Ventigo Complex, Usmanpura, Opposite Bank Of Baroda, Aurangabad, Maharashtra, 431005",Maharashtra,11:00 AM to 09:30 PM,8376801264,4.9,1799
1181,Chandrapur,"Below Punjab National Bank, Main Road, Jatpura Gate, Chandrapur, Maharashtra, 442402",Maharashtra,11:00 AM to 09:00 PM,8447805284,4.8,399
1182,Maxus Mall Bhayandar,"Shop No G17/A, Maxus Mall, Plot No 677, Temba Hospital Road, Bhayandar, Maxus Mall, Thane, Maharashtra, 401105",Maharashtra,11:00 AM to 09:30 PM,8447934583,4.8,654
1183,Korum Mall,"Shop No F/14, Korum Mall, Mangal Pandey Road, Next To Nitin Company, Thane, Maharashtra, 400606",Maharashtra,11:00 AM to 09:30 PM,7428891347,4.8,801
1184,Phoenix Market City Mall,"Shop No 61A, Second Floor, Phoenix Market City Mall, Viman Nagar, Near Mcdonalds, Pune, Maharashtra, 411014",Maharashtra,11:00 AM to 09:30 PM,7428891309,4.8,515
1185,"Phoenix Market City Mall, Kurla","Shop No F5, First Floor, Lbs Marg, Phoenix Market City Mall, Kurla West, Mumbai, Maharashtra, 400070",Maharashtra,11:00 AM to 09:30 PM,7428891011,4.6,1411
1186,Kachore Goan Kalyan,"Shop No 7 & 8, Shivom Galaxy, Pisavli Village, Nandivali, Kachore Goan, Near Amaya Hospital, Kalyan, Maharashtra, 421306",Maharashtra,11:00 AM to 09:30 PM,8447941928,4.9,598
1187,Yavatmal,"Shop No 8, Westend Mall, State Bank Chowk, Dhamangaon Road, Sbi Square, Westend Mall, Yavatmal, Maharashtra, 445001",Maharashtra,11:00 AM to 09:00 PM,9654014645,4.8,236
1188,Aundh,"Shop No 2, First Floor, Westend Center 3, Nagras Road, Aundh, Opposite Westend Riverview Apartments, Pune, Maharashtra, 411007",Maharashtra,11:00 AM to 09:30 PM,7428891032,4.7,1444
1189,Kondhwa,"NIBM Cross Road, Krishnakevalnagar, Shivneri Nagar, Near Jyoti Hotel, Kondhwa, Pune, Maharashtra, 411048",Maharashtra,11:00 AM to 09:30 PM,9953817294,4.9,127
1190,Kandivali East,"Shop No 44, Centrium, Lokhandwala Township, Kandivali East, Near Centrium Mall, Mumbai, Maharashtra, 400101",Maharashtra,11:00 AM to 09:30 PM,7428891353,4.9,977
1191,Karanjade Panvel,"Shop No 21&22, Sai Vrindavan Chs, Plot No 164, Sector 4, Karanjade, Panvel, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:30 PM,9667044045,4.9,434
1192,Florence,"Ground Floor, Shop 10 & 11, Florence, Vijay Park Complex Road, Kasarvadavali, Thane West, Thane, Maharashtra, 400615",Maharashtra,11:00 AM to 09:00 PM,8744042970,4.8,234
1193,Panchavati,"Survey No 183, B Village, Mouza Hirawadi Road, Beside Rajbhog Thali, Panchavati, Nashik, Maharashtra, 422005",Maharashtra,11:00 AM to 09:00 PM,9953809517,4.9,76
1194,Viman Nagar,"Shop No 4, Alfa Premio, Plot No 71, Village Lohegoan, Viman Nagar, Opposite Khalsa Dairy, Pune, Maharashtra, 411014",Maharashtra,11:00 AM to 09:30 PM,7428891357,4.6,1236
1195,Dattanagar,"S No 73, Shop No 2, Plot No 27 To 35 Panache Building, Opposite Avdhut Arcade, Tiranga Chowk Katraj, Dattanagar, Pune, Maharashtra, 411046",Maharashtra,11:00 AM to 09:30 PM,9953796726,4.8,38
1196,Akola,"Necklace Road, Ratanlal Plot, Necklace Road, Next To Ekta Jwellers, Akola, Maharashtra, 444001",Maharashtra,11:00 AM to 09:00 PM,8929335926,4.5,231
1197,Mahatma Nagar,"Shop No 1 & 2, Nisham Urbania, Opposite Business Bank, Samarth Nagar, Mahatma Nagar, Parijat Nagar, Nashik, Maharashtra, 422005",Maharashtra,11:00 AM to 09:00 PM,9953795810,4.9,218
1198,"Sector 17, Vashi","Shop No 2, Ground Floor, Ashiana, Plot No 15, Vashi, Sunflower Road, Mumbai, Maharashtra, 400703",Maharashtra,11:00 AM to 09:30 PM,7428891053,4.6,663
1199,Nexus Seawoods,"Unit No Ff 53/54 , First Floor, Sector 40, Nexus Seawoods, Opposite Pantaloons, Navi Mumbai, Maharashtra, 400706",Maharashtra,11:00 AM to 10:00 PM,7428891364,4.6,589
1200,Nerul,"Shop No 7 & 8, Shankar Thakur Sadan, Plot No 22 & 23, Nerul, Nerul West, Near Cake Factory, Navi Mumbai, Maharashtra, 400706",Maharashtra,11:00 AM to 09:00 PM,8929330320,4.8,590
1201,Thane West,"Shop No G/13, Niharika Shopping Center, Gladys Alvares Road, Pokhran 2, Thane West, Mumbai, Maharashtra, 400610",Maharashtra,11:00 AM to 09:30 PM,7428891056,4.7,1041
1202,Westend Mall,"Shop No 22A, Upper Ground Floor, Near Parihar Chowk, Aundh, Westend Mall, Next To Jockey, Pune, Maharashtra, 411007",Maharashtra,11:00 AM to 09:30 PM,7428891369,4.8,848
1203,Bail Bazar,"Shop No 16, Aum Supreme, Plot No 4 To 9, Bail Bazaar, Next To D-Mart, Kalyan, Maharashtra, 421301",Maharashtra,11:00 AM to 09:30 PM,9818771621,4.8,937
1204,Kalamboli II,"Shop No 05&06, Satyam Paradise CHS, Plot No 23 Sector, Opposite Sudhagad Education Society School, New Panvel Kalamboli, Navi Mumbai, Maharashtra, 410218",Maharashtra,11:00 AM to 09:00 PM,9953690584,4.9,350
1205,Hinjewadi,"Shop No 6/12A, Mulshi Road, Phase 1, Sector 6, Hinjewadi, Near Shell Petrol Pump, Pune, Maharashtra, 411057",Maharashtra,11:00 AM to 09:30 PM,7428891371,4.8,2335
1206,Borivali West,"Shop No 3, Sai Leela Chs, SV Road, Borivali West, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 09:30 PM,7428891062,4.6,1102
1207,Adharwadi Kalyan West,"Shop No 14 & 15, Ritz The Business Bay Shree Complex, Jail Road, Bhagirathi Nagar, Adharwadi, Kalyan West, Mumbai, Maharashtra 421301",Maharashtra,11:00 AM to 09:00 PM,8929473387,4.9,333
1208,Tilak Road,"Nikhil Pride, 2040/1/2, Sadashiv Peth, Tilak Road, Near Abhinav College, Pune, Maharashtra, 411030",Maharashtra,11:00 AM to 09:30 PM,7428890173,4.9,966
1209,Borivali,"Shop No 2&3, Ground Floor, Geetanjali Apartment, Ramdas Sutrale Marg, Borivali West, Near Icici Bank, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 09:30 PM,9818301622,4.7,975
1210,Vishal Nagar,"Shop No 5, Aishwarya Trade Center, Pimple Nilakh, Vishal Nagar, Opposite Pune Royal Hotel, Pune, Maharashtra, 411027",Maharashtra,11:00 AM to 09:30 PM,8447827353,4.9,851
1211,Chembur,"11A, Ground Floor, Rajhans Building, Narayan Gajanan Acharya Marg, Chembur East, Opposite Chembur Railway Station, Mumbai, Maharashtra, 400071",Maharashtra,11:00 AM to 09:30 PM,7428891069,4.5,853
1212,Kharadi,"Shop No 11, Ground Floor, Pradeep Plaza, Dhole Patil Farm Road, Kharadi, Opposite Ganga Constella, Pune, Maharashtra, 411014",Maharashtra,11:00 AM to 09:30 PM,7290921390,4.4,822
1213,Sector 5 Kopar Khairane,"Shop No 7 & 8, Aashiv Apartment, Plot No 74, Sector 5, Ghansoli Station Road, Kopar Khairane, Navi Mumbai, Maharashtra, 400709",Maharashtra,11:00 AM to 09:30 PM,8929469724,,
1214,Shahupuri,"Shop No 03, Ground Floor, Arihant Chamber, 762, Karvir, Shahupuri, Kolhapur, Maharashtra, 416001",Maharashtra,11:00 AM to 09:00 PM,9899413483,4.9,227
1215,Gangapur Road,"Shop No 1 & 2, Plot No 3 , Survey No 51, Joshi Learning Centre, Gangapur Road, Anandvalli, Nashik, Maharashtra, 422013",Maharashtra,11:00 AM to 09:00 PM,9899412797,4.9,367
1216,Chembur,"Shop No 2, Ganesh Bhuvan, Dk Sandu Marg, Chembur, Opposite Icici Bank, Mumbai, Maharashtra, 400071",Maharashtra,11:00 AM to 09:30 PM,9667267268,4.6,554
1217,Jagdale Avesa,"Shop No 10, Jagdale Avesa, Pokharan Road No 2, Gandhi Nagar, West Thane, Maharashtra, 400606",Maharashtra,11:00 AM to 09:30 PM,9953611539,4.8,191
1218,IC Colony Borivali West,"Shop No 8, Ground Floor, Audumbar Chhaya, Co-Operative Housing Society Ltd, 34, Ami Kailash Building, Opposite Yes Bank, I C Colony, Borivali West, Mumbai, Maharashtra, 400103",Maharashtra,11:00 AM to 09:00 PM,8929599762,4.9,198
1219,Sanpada,"Shop No 3, Plot No 4/6, Seawoods Garden Chs, Sector 17, Sanpada, Sanpada, Navi Mumbai, Maharashtra, 400705",Maharashtra,11:00 AM to 09:00 PM,9582584546,4.8,522
1220,Manewada Nagpur,"Plot No 176, Balaji Nagar, Venu Corner, Manewada Road, Nagpur, Maharashtra, 440027",Maharashtra,11:00 AM to 09:00 PM,8929306411,4.9,1858
1221,"SV Road, Andheri West","Shop No 06 Monisha Building, Swami Vivekananda Road, SV Road, Andheri West, Mumbai, Maharashtra, 400058",Maharashtra,11:00 AM to 09:30 PM,9953550832,4.9,664
1222,Dholepatil Road Sanpamvadi,"Shop No 6 & 7 Hermes Complex, Balkrishna Sakharam, Dhole Patil Road, Near hotel Kapila, Sanpamvadi, Pune, Maharashtra, 411001",Maharashtra,11:00 AM to 09:30 PM,9873986438,5.0,55
1223,Karad,"469, A1, Shanivar Peth, Talbhag, Opposite P.G Shah Petrol Pump, Karad, Maharashtra, 415110",Maharashtra,11:00 AM to 09:30 PM,8447912523,4.9,3443
