number,Name,Address,Location,Timings,PhoneNumber,Rating,NumberofRatings
982,Nalasopara West,"Shop No 14, Aster Apartment, Nalasopara West, Near Shri Prashtha, Mumbai, Maharashtra, 401203",Maharashtra,11:00 AM to 09:00 PM,8447731721,4.9,1251
983,Satara,"Shop No 2, Rajpath, Rajeshpura Road, Sadshiv Peth, Rajpath, Satara, Maharashtra, 415002",Maharashtra,11:00 AM to 09:30 PM,8929271730,4.9,1672
984,Gauri Pada,"Shop No 3 & 4, Hari Om Apt, Dhamankar Naka, Gauri Pada, Opposite Bsnl Office, Bhiwandi, Maharashtra, 421302",Maharashtra,11:00 AM to 09:30 PM,7065045210,4.5,1061
985,Rajarampuri,"Shop No 1, Ground Floor, 1754 E, Ward Sripati Apartment, Rajarampuri 4Th Lane, Kolhapur, Maharashtra, 416003",Maharashtra,11:00 AM to 09:30 PM,7428890012,4.8,2735
986,Kamothe,"Shop No 10, Uma Shiv Corner, Plot No 22 & 22A, Sector 19, Kamothe, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 10:00 PM,8929435317,4.9,1466
987,Khopoli,"Shop No 7 & 8 Ashiyana Infinity, Mulgoan, Shri Ram Nagar, Mumbai Pune Highway, Khopoli, Maharashtra, 410203",Maharashtra,11:00 AM to 09:00 PM,8929328378,4.9,759
988,Shahad,"Ground Floor, Shop No 17 A, Regency Antilia, Next to Jockey Store, Murbad Road, Mharal Society, Shahad, Ulhasnagar, Thane, Maharashtra, 421103",Maharashtra,11:00 AM to 09:00 PM,8742910328,4.9,543
989,Bhoomi Mall Belapur,"Shop No 27, Bhoomi Mall, Sector 15, Palm Beach Road Cbd Belapur, Belapur, Navi Mumbai, Maharashtra, 400614",Maharashtra,11:00 AM to 09:30 PM,8588921425,4.6,548
990,Poonam Cluster,"Shop No 37, 38 & 39, Ground Floor, Poonam Estate Cluster 2, Building No 3, Mira Road, Near Shanti Chowk, Thane, Maharashtra, 401107",Maharashtra,11:00 AM to 09:30 PM,8373901430,4.7,831
991,Thakur Village Kandivali East,"Shop No 09, Viceroy Savana, 120 Feet Road, Thakur Village Kandivali East, Mumbai, Maharashtra, 400101",Maharashtra,11:00 AM to 10:00 PM,9643968575,4.7,88
992,Elpro City Square Mall,"G 17, Ground Floor, Elpro City Square Mall, Chinchwad Gaon, Pune, Maharashtra, 411033",Maharashtra,11:00 AM to 09:30 PM,8448420421,4.7,1433
993,Badlapur,"Shop No 15 & 16, Dream Makers By Kasturi Life Space, Station Road, Katrap, Badlapur East, Thane, Maharashtra, 421503",Maharashtra,11:00 AM to 09:30 PM,9667042043,4.8,856
994,Kandivali West,"Shop No 35, Profit Center, Boraspada Road, Kandivali West, Opposite Panchsheel Heights, Mumbai, Maharashtra, 400067",Maharashtra,11:00 AM to 10:00 PM,7428891118,4.6,1151
995,Kharghar,"Shop No 7, Ground Floor, The Crown Plaza, Gharkul, Sector-15, Kharghar, Near D Mart, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:30 PM,9319364916,4.8,492
996,Baramati,"Gat No-279/1/ B, Plot No, 4/5, Building Ajinkya Bazar, Bhigwan Road, Near Axis Bank, Baramati, Maharashtra, 413102",Maharashtra,11:00 AM to 09:30 PM,7065045379,4.9,752
997,Balewadi Banner,"Shop No 1, Park Grandeur, Highstreet, Opposite Balewadi High Street, Near Balewadi, Laxman Nagar, Baner, Pune, Maharashtra, 411045",Maharashtra,11:00 AM to 09:30 PM,9643908329,4.6,12
998,Hutatma Chowk,"Shop No 46, Ground Floor, Islam Building, Hutatma Chowk, Fort, Near Flora Fountain, Mumbai, Maharashtra, 400001",Maharashtra,11:00 AM to 09:00 PM,7428891119,4.8,740
999,Santacruz West,"Shop No 1, Dheeraj Heritage, Best Colony, Juhu, Santacruz West, Opposite Kenia Hospital, Mumbai, Maharashtra, 400054",Maharashtra,11:00 AM to 09:30 PM,9319363645,4.8,887
1000,Ram Maruti Road,"Shop No 11, B Wing Sopan Apartment, Ram Maruti Road, Opposite ICICI Bank, Veer Savarkar Path Old Mumbai Road, Village Panchpakhadi, Thane, Maharashtra, 400602",Maharashtra,11:00 AM to 09:30 PM,9643873058,4.9,166
1001,Mahim,"Shop No 3, 4 & 5, Liliyan House, 145 B, L J Road, Mahim, Mumbai, Maharashtra, 400016",Maharashtra,11:00 AM to 09:30 PM,7428891120,4.6,2659
1002,Breach Candy,"Shop No 5, Nanik Niwas Building, Bhulabhai Desai Road, Breach Candy, Opposite Tata Garden, Mumbai, Maharashtra, 400026",Maharashtra,11:00 AM to 09:30 PM,7428891121,4.9,1290
1003,Tarabai Park,"Shop No 1, Shweta Apartment, Damini Hotel Road, Tarabai Park, Near Sasane Ground, Kolhapur, Maharashtra, 416003",Maharashtra,11:00 AM to 09:30 PM,8929277342,4.9,953
1004,Runwal,"Shop No 9, Runwal Anthurium, Lbs Road, Runwal, Mulund, Maharashtra, 400080",Maharashtra,11:00 AM to 09:30 PM,7065095850,4.9,650
1005,Medical College Chowk,"Shop No 2 & 3, Vinayak Tower, Untkhana Road, Medical Square, Medical College Chowk, Nagpur, Maharashtra, 440009",Maharashtra,11:00 AM to 09:00 PM,9870561562,4.9,2562
1006,"Khanda Colony, Panvel","Shop Number 14/15, Tulsi Harmony, Sector 1, Khanda Colony, Greater Khanda, Panvel, Opposite Sai Prasad Hotel, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:30 PM,8447732042,4.8,1074
1007,Kondhwa Budruk,"Ground Floor Shop No 2, Chordiya Residency, Gangadham Shatrunjay Road, Arihant Society, Sainagar, Kondhwa Budruk, Pune, Maharashtra, 411048",Maharashtra,11:00 AM to 09:30 PM,9643809803,4.9,38
1008,Nadanvan West,"Ground Floor, Shop No 2 & 3, Anand Palace 5, Plot No 230, Nandanvan Main Road, Nagpur, Maharashtra, 440009",Maharashtra,11:00 AM to 09:00 PM,9582430865,4.9,1028
1009,Ulhasnagar,"Shop No 4, Yash Apartment, C-Block Road, Goal Maidan, Near Natural Ice Cream, Ulhasnagar, Maharashtra, 421001",Maharashtra,11:00 AM to 10:00 PM,9319371823,4.7,523
1010,Osmanabaad,"Bhanu Complex, Opposite Abhinav English Medium School, Solapur Aurangabad Road, Bhanu Nagar Dharashiv, Osmanabad, Maharashtra, 413501",Maharashtra,11:00 AM to 09:00 PM,7065309526,4.9,249
1011,Lal Chowky,"Shop No 9 & 24 Ground Floor, Sunsoman Square, Agra Road, Lal Chowky, Opposite Indus Bank, Kalyan West, Maharashtra, 421301",Maharashtra,11:00 AM to 09:00 PM,7065035390,4.9,1048
1012,Viviana Mall Thane,"Unit No Sf 17A, 2Nd Floor, Viviana Mall, , Thane West, Next To Cinepolis, Thane, Maharashtra, 400601",Maharashtra,11:00 AM to 09:30 PM,7428891131,4.6,960
1013,Amboli,"Shop No 2, Ground Floor, Mayfair Meridian, Amboli, Andheri West, Caeser Road, Mumbai, Maharashtra, 400058",Maharashtra,11:00 AM to 10:00 PM,7428891132,4.8,2265
1014,Juhu Tara Road,"Shop No 12, Vasant Bahar Chs Ltd, Juhu Tara Road, Juhu, Near Hotel Sea Princess, Mumbai, Maharashtra, 400049",Maharashtra,11:00 AM to 09:30 PM,9319362715,4.9,1170
1015,Ambernath,"Shop Number 13 & 14, Plot No 63 & 64, Cts, Panvelkar Pride, Shivaji Road, Kansai Section, Ambernath, Opposite Idbi Bank, Ambernath, Maharashtra, 421501",Maharashtra,11:00 AM to 09:30 PM,8929762047,4.8,670
1016,Railway Station Road Vashi,"Shop No G 01, Sector 30A, Vashi Railway Station Road, Vashi, Navi Mumbai, Maharashtra, 400705",Maharashtra,11:00 AM to 09:30 PM,9582768117,5.0,38
1017,Lower Parel,"Shop No 2, Sanghvi Building, Ganpar Rao Marg, Lower Parel, Near Dmart, Mumbai, Maharashtra, 400013",Maharashtra,11:00 AM to 09:30 PM,8929271737,4.8,656
1018,Talegaon Dhabhade Pune,"Plot No 58, Sai Gagan Samit, Opposite Bhandari Hospital, Panchvati Colony, Talegaon Dhabhade, Pune, Maharashtra, 410506",Maharashtra,11:00 AM to 09:00 PM,9582978725,5.0,4
1019,Koregaon Park,"1 B, Gera Sterling North Main Road, Koregaon Park, Pune, Maharashtra, 411001",Maharashtra,11:00 AM to 09:30 PM,8929287708,4.9,311
1020,Ring Road Phaltan,"Swranjan Complex, Shop No 1 & 2, Survey No 6484A, Plot No 36, Ring Road, Phaltan, Maharashtra, 415523",Maharashtra,11:00 AM to 09:00 PM,8929657687,4.9,371
1021,Kalamboli,"Shop No 23, Ground Floor, Neelsiddhi Amarante Chs Ltd, Plot No 4, Sector 9E, Roadpalli, Kalamboli, Besides Manoj Medical, Navi Mumbai, Maharashtra, 410218",Maharashtra,11:00 AM to 09:00 PM,9319361975,4.8,487
1022,Undri,"Shop No 1, S No 57/2/1A, Market Place, Vtp Urbban Nest, Hadapsar Bypass Road, Undri Chowk, Opposite Amit Colony Katraj, Pune, Maharashtra, 411060",Maharashtra,11:00 AM to 09:30 PM,9311773735,4.7,836
1023,Inorbit Mall Malad,"Unit No F 02, First Floor, Inorbit Mall, Link Road, Malad, Mumbai, Maharashtra, 400064",Maharashtra,11:00 AM to 10:00 PM,8655638541,,
1024,Panchanand Taloja,"Shop No 6, Panchnand Heights, Plot No 15-18, Sector 9, Opposite Shree Royal Chemist, Taloja, Raigad, Navi Mumbai, Maharashtra, 410208",Maharashtra,11:00 AM to 09:00 PM,7065053054,4.8,161
1025,Atria Mall,"Shop No 42, Ground Floor, Atria Mall, Dr. Annie Bishant Road, Worli, Mumbai, Maharashtra, 400018",Maharashtra,11:00 AM to 09:30 PM,7303350351,4.8,1399
1026,Jaripatka Nagpur,"UGF, Shop No 30 & 31, Ginger Square Mall, Ginger Square, Jaripatka Main Road, Jaripatka, Nagpur, Maharashtra, 440014",Maharashtra,11:00 AM to 09:00 PM,9582306386,4.9,1059
1027,Ambad Link Road Nashik,"Shop No 3 & 4, Ambad Link Road, Beside ICICI Bank, Pawan Nagar, Nashik, Maharashtra, 422009",Maharashtra,11:00 AM to 09:00 PM,9582633603,5.0,6
1028,Dombivali,"Shop No 6, Kanchan Dhara Society, Raghuveer Nagar, Dombivali East, Opposite Godrej Showroom, Manpada Road, Mumbai, Maharashtra, 421201",Maharashtra,11:00 AM to 09:30 PM,7428891151,4.7,1019
1029,Vile Parle East,"Shop No 26, C Wing, Agrawal Market, Shyam Kamal Road, Vile Parle East, Near Big Bazaar, Mumbai, Maharashtra, 400057",Maharashtra,11:00 AM to 10:00 PM,9319368027,4.9,2470
1030,Dharampeth,"Groud Floor, Gupta Bhawan, Plot No 193, West High Court Road, Dharampeth, Dharampeth, Opposite Union Bank Of India, Nagpur, Maharashtra, 440010",Maharashtra,11:00 AM to 09:00 PM,8929273134,4.9,4648
1031,Mira Road East Mumbai,"Shop No 11 & 12, NG Estate, Mira Bhayandar Road, Near Old Petrol Pump, Mira Road East, Mumbai, Maharashtra, 401107",Maharashtra,11:00 AM to 09:30 PM,9582957478,4.8,8
1032,Sadar,"Shop No 3 & 4, Poonam Arcade, Residency Road, Sadar, Nagpur, Maharashtra, 440001",Maharashtra,11:00 AM to 09:00 PM,8929301457,4.9,2173
1033,Mulund West,"Shop No 55, Ground Floor, Munshi Estate, Plot No 504, 505, Mg Road, Mulund West, Below Gokul Hospital, Mumbai, Maharashtra, 400080",Maharashtra,11:00 AM to 09:30 PM,7428890103,4.8,1572
1034,Manish Nagar,"Ground Floor, Plot No 96, Bhartiya Society, Besa Beltrodi Square, Manish Nagar, Nagpur, Maharashtra, 440015",Maharashtra,11:00 AM to 09:00 PM,9999213925,4.9,1682
1035,Dhule,"Shop No 8, Ground Floor, Bafna House, Lane Number 4, Nearmadhavpura, Navnath Nagar, Dhule, Maharashtra, 424001",Maharashtra,11:00 AM to 09:00 PM,7065079414,4.8,203
1036,Ghatkopar West Mumbai,"Shop No 18/19, Sanskar Building, LBS Road, Kelkar Marg Shivaji Park, Opposite Sarvodaya Hospital, Ghatkopar West, Mumbai, Maharashtra, 400086",Maharashtra,11:00 AM to 09:00 PM,9967164315,,
1037,Pathardi Phata Nashik,"Shop No 2 & 3, S Square Business Hub, In Front Of Platinum Hospital, Samarth Nagar, Pathradi Phata, Nashik, Maharashtra, 422010",Maharashtra,11:00 AM to 09:00 PM,7204069345,,
1038,Canada Corner Nashik,"Shop No 12, Nashik Sharanpur Gaonthan, Canada Corner, Nashik, Maharashtra, 422002",Maharashtra,11:00 AM to 09:00 PM,7204280356,,
1039,Wagholi,"Shop No 1, Plot No, Khata No 661, The Orchard Complex, Wagholi, Wagholi, Pune, Maharashtra, 412207",Maharashtra,11:00 AM to 09:30 PM,8929271722,4.8,1415
1040,Sangli Road,"Shop No B03, Rs No 673/B/2, Balwant Plaza, Hatkanangle, Sangli Road, Ichalkaranji, Maharashtra, 416121",Maharashtra,11:00 AM to 09:30 PM,9311773751,4.9,867
1041,Bhandup West,"Shop No 5, Ground Floor, Gaurai Arcade, Lbs Marg, Bhandup West, Near Domino'S Pizza, Mumbai, Maharashtra, 400078",Maharashtra,11:00 AM to 10:00 PM,7428891160,4.7,905
1042,Nirala Bazar,"Shop No 43 & 44, Samarth Nagar, Nirala Bazar, Opposite M.P Law College, Aurangabad, Maharashtra, 431001",Maharashtra,11:00 AM to 09:30 PM,8448440317,4.9,1574
1043,Tembhode Road,"Shop No 2 & 3, Neel Srushti Complex, Tembhode Road, Palghar West, Opposite Reliance Smart Superstore, Palghar, Maharashtra, 401404",Maharashtra,11:00 AM to 09:00 PM,7065045109,4.9,891
1044,Pimple Saudagar,"Shop No 2, Dwarka Queen'S Park, Pimple Saudagar, Near Shivar Chowk, Pimple Saudagar, Near Shivar Chowk, Pune, Maharashtra, 411017",Maharashtra,11:00 AM to 09:30 PM,9873291433,4.7,997
1045,Akashwani Chowk,"Shop No 3 & 4, Ahinsa Bhawan, Plot No 1, Ahinsa Nagar, Akashwani Chowk, Jalna Road, Beside Wellness Forever, Aurangabad, Maharashtra, 431001",Maharashtra,11:00 AM to 09:30 PM,8929264486,4.9,1231
1046,Karve Road Pune,"Ground Floor, Universal House Naka, Near Dr. Ambedkar Chowk, Warje Jakat Naka, Karve Road, Pune, Maharashtra, 411058",Maharashtra,11:00 AM to 09:00 PM,9082171930,,
1047,GNP Arcadia,"Store No 15, Gnp Arcadia, Sudarshan Nagar, Sudarshan Nagar, Near Pendharkar College, Dombivli, Maharashtra, 421203",Maharashtra,11:00 AM to 09:30 PM,8929331361,4.9,735
1048,Sector 7 Kharghar Navi Mumbai,"Shop No 56, Plot No 15 & 17, Patel Heritage, Sector 7, Opposite Hiranandani Crystal Plaza, Kharghar, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:30 PM,8655611094,4.9,15
1049,Kalyan Khadakpada Circle,"Shop No 8, B Wing, Shree Swamiprasad Chs, Khadakpada Circle, Near Mcdonald'S, Kalyan, Maharashtra, 421301",Maharashtra,11:00 AM to 09:30 PM,7428891172,4.7,895
1050,Kharghar,"Shop No 1, Parth CHS, Plot No 228, Sector 13, Kharghar, Near Shilpa Chowk, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:30 PM,7428890127,4.6,425
1051,Solapur,"Shop No 370, Main Road, South Kasba, Opposite Unique Hospital, Solapur, Maharashtra, 413007",Maharashtra,11:00 AM to 09:30 PM,7428890128,4.8,954
1052,Bhandup West,"Shop No 4, Srishti Solitaire, Lal Bahadur Shastri Road, Sadan Wadi, Bhandup West, Mumbai, Maharashtra, 400078",Maharashtra,11:00 AM to 09:00 PM,9899412296,4.9,503
1053,Baner,"CTS No 100, Shop No 1&2, Shinde Sarkar, Next to Shree Chatrapati Shivaji Maharaj Statue, Main Baner Road, Baner, Pune, Maharashtra, 411007",Maharashtra,11:00 AM to 09:30 PM,7428890130,4.8,395
1054,Linking Road Bandra,"Shop No 5 & 6, Swarna Rekha, Linking Road, Bandra West, Linking Road, Near Khar Telephone Exchange, Mumbai, Maharashtra, 400052",Maharashtra,11:00 AM to 09:30 PM,9582211424,4.8,2905
1055,Chikuwadi Borivali West,"Sumit Garden Grove Daigonally, Chikuwadi, Borivali West, Opposite Pheonix Hospital, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 10:00 PM,8447893951,4.8,1889
1056,Thane Mulund East,"Shop No 01, Romel Vasanthi, Navghar Road, Eastern Express Hwy, Near Mulund Gymkhana, Deendayal Nagar, Mulund East, Mumbai, Maharashtra, 400081",Maharashtra,11:00 AM to 09:30 PM,9811076478,4.9,344
1057,Oberoi Mall,"Shop No 6, Second Floor, Oberoi Mall, Yashodham Goregaon, Western Express Highway, Near Dindoshi Bus Stand, Mumbai, Maharashtra, 400063",Maharashtra,11:00 AM to 10:00 PM,9650611440,4.8,2213
1058,Navare Ambernath East,"Ground Floor, Shop No 8 Tulip A, Project Nisarg Green, Near wellness forever, Cabin Road, Plot No RH1, Ambernath Industrial Area, Ambernath East, Munic, Mumbai, Maharashtra, 421503",Maharashtra,11:00 AM to 09:00 PM,9811038596,5.0,1
1059,Sion Koliwada Mumbai,"Shop No 6 & 7, Hub Town Vedant, Sardar Nagar No 4, Mukundrao Ambedkar Road, GTB Nagar, Sion Koliwada, Mumbai, Maharashtra, 400037",Maharashtra,11:00 AM to 09:00 PM,8850111402,,
1060,Tilak Nagar,"Shop No 11, Krushal Tower, Tilak Nagar, Gm Road, Mumbai, Maharashtra, 400089",Maharashtra,11:00 AM to 10:00 PM,9873669399,4.9,1301
1061,Hudkeshwar,"Shop No 111, Ram Bhau Bus Stop, Hudkeshwar Road, New Neharu Nagar, Near Mhalgi Nagar, Nagpur, Maharashtra, 440034",Maharashtra,11:00 AM to 09:00 PM,9873765896,4.9,1361
1062,Yash Padma Arcade,"Shop No 9, Yash Padma Arcade, Tarapur Road, Sainath Nagar, Bhandarwada, Tarapur Road, Boisar, Maharashtra, 401501",Maharashtra,11:00 AM to 09:00 PM,8929266390,4.9,732
1063,Kohtrud,"Unit 6/7, Ground Floor, Trinity Ventures, Silver Fern, Kohtrud, Opposite Kothrud Bus Stand Road, Pune, Maharashtra, 411038",Maharashtra,11:00 AM to 09:30 PM,7428890136,4.7,1815
1064,Sai Miracle Kharghar,"Shop No 7 Plot No 16, 17 / 19, Sector 34 E, Sector 35E, Kharghar, Near Hdfc Bank, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:00 PM,8929261783,4.9,339
1065,Dattawadi Pune," Shop No 3, Shree Vishnu Complex, P L Deshpande Garden, Sinhgad Road, Sarita Vihar, Dattawadi, Pune, Maharashtra, 411051",Maharashtra,11:00 AM to 09:30 PM,8007046606,,
1066,GNP Galaxy Ambernath,"Unit No 23, Gnp Galaxy, Ambernath Industrial Estate, Kalyan Badlapur Road, Ambernath West, Opposite Ordnance Factory, Thane, Maharashtra, 421501",Maharashtra,11:00 AM to 09:30 PM,8929330739,4.9,692
1067,Parsik Nagar Kalwa Thane,"Shop No 7 & 8, Shree Gopinath Sublime Tower, Opposite Reliance Market, Parsik Nagar, Kharegaon, Kalwa, Thane, Maharashtra, 400605",Maharashtra,11:00 AM to 09:00 PM,9967815388,,
1068,Shaikh Villa,"Shop No 1, 2 & 3, Shaikh Villa, Sr No 82, Hissa No 3, Opposite Bhagwati Hospital, Samarth Chowk, West Badlapur, Maharastra, 421503",Maharashtra,11:00 AM to 09:00 PM,9718294275,4.9,799
1069,Pashan,"Shop No P/4, Om Shanti Complex, Vighnaharta Chowk, Sus Road, Pashan, Near Vighnaharta Mandir, Pune, Maharashtra, 411021",Maharashtra,11:00 AM to 09:30 PM,7428891185,4.7,509
1070,Sagar Garden Mulund,"Shop No 6 & 7, Ground Floor, Sagar Garden Complex, Lbs Road, Mulund West, Opposite Vasant Oscar, Mumbai, Maharashtra, 400080",Maharashtra,11:00 AM to 09:30 PM,9873431464,4.9,1212
1071,Chinchwad,"Shop No 1B & 2, Premier Plaza, F Wing, Old Mumbai Pune Highway, Chinchwad, Carnival Cinemas, Pune, Maharashtra, 411019",Maharashtra,11:00 AM to 09:30 PM,7428890142,4.7,946
1072,Arvi Naka,"194, Gandhi Nagar, Arvi Naka, Wardha, Maharashtra 442001",Maharashtra,11:00 AM to 09:30 PM,9953101182,4.8,315
1073,Ghansoli,"Shop No 13-14, Manoshi Complex, Plot No 5 & 6, Sector 3, Ghansoli, Navi Mumbai, Maharashtra, 400701",Maharashtra,11:00 AM to 09:30 PM,9643409271,4.9,442
1074,Beed Bypass Road Aurangabad,"Shop No 2, Maru Plaza, Plot No 9 & 10, Gut No 115, Opposite Nayara Petrol Pump, Beed Bypass Road, Aurangabad, Maharashtra, 431122",Maharashtra,11:00 AM to 09:00 PM,8147208649,5.0,42
1075,Savedi Road,"Shop No G11/G12, Kohinoor Plaza, Patrakar Chowk, Savedi, Manmad Road, Patrakar Chowk, Next To Lokmat House, Ahmednagar, Maharashtra, 414003",Maharashtra,11:00 AM to 09:30 PM,8929344394,4.8,1478
1076,Bhoidapada Vasai East,"Shop No 8, Rajprabha Landmark, Industrial Area, Near Zudio & Toyota Showroom, Bhoidapada, Vasai East, Vasai Maharashtra, 401208",Maharashtra,11:00 AM to 09:00 PM,9561481122,,
1077,Vijay Nagar Sangli,"Showroom No 2, Om Icon, Plot No 7, 35A/A1/1A, Vijay Naga Chowk, Miraj Road, Sangli, Maharashtra, 416415",Maharashtra,11:00 AM to 09:00 PM,7028592344,,
1078,Mohammad Wadi Pune,"Shop No 44 & 45, S No 89 & 90, NIBM Annex Ground Floor, Opposite Sanket Park, Taluka Haveli, Village Mohammad Wadi, Pune, Maharashtra, 411060",Maharashtra,11:00 AM to 09:30 PM,7000540247,5.0,15
1079,Ulwe,"Shop No 6 & 7, Radiant Sapphire, Plot No 179, Sector 9, Ulwe, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:00 PM,9582334312,4.8,177
1080,NIBM Pune,"Shop No 3, AMC Avenue, Opposite Raheja Vista, NIBM, Pune, Maharashtra, 411060",Maharashtra,11:00 AM to 09:00 PM,7411397295,5.0,24
1081,Bibwewadi,"Shop No 11, Ground Floor, Solitaire World Square, Bibewewadi Market Yard, Phase 1, Ganga Dham, near Aai Mata Chowk, Pune, Maharashtra, 411037",Maharashtra,11:00 AM to 09:30 PM,8743083403,,
1082,"Orion Mall, Panvel","Shop No G-4, Orion Mall, Plot No 311, Forest Colony, Panvel, Near St Depot, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:30 PM,9582961434,4.7,637
1083,Ulhasnagar,"Shop No 1, Majestic Square, Block No C 2 and C 3, Next to ICICI Bank, Netaji Chowk, Ulhasnagar, Thane, Maharashtra, 421004",Maharashtra,11:00 AM to 09:30 PM,9582508981,4.9,489
1084,Kalyani Nagar,"Shop No 2, Ground Floor, F-Amenity Building Fortaleza, Servay No 210, Kalyani Nagar, Near Nm Medical, Pune, Maharashtra, 411006",Maharashtra,11:00 AM to 09:30 PM,7289851466,4.6,379
1085,Nanded,"Shop 206, Ground Floor, Shukla Complex , Opposite Godavari Hotel, Iti Main Road, Nanded, Maharashtra, 431601",Maharashtra,11:00 AM to 09:30 PM,9582322428,4.7,190
1086,Akurli Road Kandivali,"Shop No 13 & 14, National Avenue Building, Village Akurli Road, Kandivali East Bandra, Mumbai, Maharashtra, 400101",Maharashtra,11:00 AM to 09:00 PM,8169087690,,
1087,Abhyankar Nagar Nagpur,"Shubhashish Square, Shraddhanand Peth Square, S Ambazari Road, Abhyankar Nagar, Nagpur, Maharashtra, 440010",Maharashtra,11:00 AM to 09:00 PM,8956928821,,
1088,Ram Maruti Road,"Shop No 4, Bhavani Prasad Building, Ram Maruti Road, Near Bank Of Baroda, Thane, Maharashtra, 400604",Maharashtra,11:00 AM to 09:30 PM,9319374930,4.7,730
1089,Saggardara,"Ground Floor, House No 528A, Adjacent to Vision Express, Sakkardara Main Road, Sakkardara, Nagpur, Maharashtra, 440009",Maharashtra,11:00 AM to 09:00 PM,8447036028,4.9,1670
1090,Mumbai Naka,"Shop No 7 & 8, Mumbai House, Old Mumbai Agra Road, Mumbai Naka, Nashik, Maharashtra, 422001",Maharashtra,11:00 AM to 09:00 PM,9582543037,4.9,883
1091,Virar West,"Shop No 19, Shripal Shopping Center, Raja Chatrapati Shivaji Marg, Virar West, Next To Petrol Pump, Thane, Maharashtra, 401303",Maharashtra,11:00 AM to 09:00 PM,9654440163,4.8,2040
1092,Solapur,"Shop No 7 201/1/3B, Civil Line, Dhiraj Complex, Mahavir Chowk, Solapur, Maharashtra, 413001",Maharashtra,11:00 AM to 09:30 PM,8447744793,4.9,1027
1093,Kavesar,"Shop No 13A & 13B, Sarasvati School, Kavesar, Near Tropical Lagoon Tower, Thane, Maharashtra, 400607",Maharashtra,11:00 AM to 09:30 PM,8929055867,4.7,919
1094,Sinhagad Road,"Shop No 2, Wishwaganga Complex, Hingne Khurd, Sinhagad Road, Near Madhukar General Hospital, Pune, Maharashtra, 411051",Maharashtra,11:00 AM to 09:30 PM,7428890169,4.7,2001
1095,Undri1,"Shop No 126, Marvel Sangria, Ganga Boulevard Phase 2, Nibm, Mohammed Wadi, Marval Sangria, Pune, Maharashtra, 411048",Maharashtra,11:00 AM to 09:30 PM,8929173167,4.8,329
1096,Colaba,"Shop No 4, Ruki Mahal, Shaheed Bhagat Singh Road, Colaba, Near Hp Petrol Pump, Mumbai, Maharashtra, 400005",Maharashtra,11:00 AM to 09:30 PM,7428891211,4.8,967
1097,Flagship Store at MG Road Pune,"Shop No 1, Ground Floor, House No 3, Survey 390/796, Mg Road, Next To Unicorn Apple Store, Pune, Maharashtra, 411001",Maharashtra,11:00 AM to 09:30 PM,7428891212,4.7,3967
1098,Zingabai Takli,"Ground Floor, Plot No 6, Opposite Mahajan Palace, Godhani Road, Zingabai Takli, Post Mankapur, Nagpur, Maharashtra, 440030",Maharashtra,11:00 AM to 09:00 PM,8929279942,4.9,887
1099,Naigaon,"Shop No 14, Global Arena, Sunteck West World, Tivri Road, Near Reliance Trends, Naigaon East, Mumbai, Maharashtra, 401208",Maharashtra,11:00 AM to 09:00 PM,9582557985,5.0,63
1100,TV Center Road,"1 GF, Plot No N 11/A, Adjacent to Saraswat Bank, TV Center Road, Hudco, Aurangabad, Maharashtra, 431003",Maharashtra,11:00 AM to 09:30 PM,8447570185,4.9,527
1101,Vihsrantwadi,"A-411006, 94, Vishrantwadi Airport Road, Kasturba Housing Society, Near Vishrantwadi chowk, Pune, Maharashtra, 411015",Maharashtra,11:00 AM to 09:30 PM,8929306386,4.7,626
1102,Runwal Green Mulund,"Shop No G17, Runwal Greens, Mulund, Goregaon Link Road, Next to Fortis Hospital, Mulund West, Mumbai, Maharashtra, 400078",Maharashtra,11:00 AM to 09:30 PM,8588816468,4.9,409
1103,"College Road, Krishi Nagar","Shop No 1 & 2, Sai Baba Darbar Building, College Road Krishi Nagar, Near Don Bosco School, Nashik, Maharashtra, 422005",Maharashtra,11:00 AM to 09:30 PM,7428890187,4.4,623
1104,Pachpakhadi,"Shop 1 & 2, Shiv kanchi APT Arun kumar, Vaidya Road, Near Bapat Hospital Pachpakhadi, Thane West, Maharashtra, 400602",Maharashtra,11:00 AM to 09:30 PM,7065045241,4.8,411
1105,Borivali West,"Ground Floor, Shop No 12, Prasanna Jivan, CHS CTS No 32C, Eksar Village, Borivali West, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 09:30 PM,8929207768,,
1106,Dadar,"Shop 3, Om Ashirwad Building, Near ICICI Bank, Kelkar Marg, Shivaji Park, Dadar, Mumbai, Maharashtra, 400028",Maharashtra,11:00 AM to 09:30 PM,9582455891,4.7,376
